"dt","brand","framework","ads_format","impression","click","cost","order_cnt","pay_amount","new_customer_cnt","new_customer_cost","new_customer_pay_amount","cost_ly","pay_amount_ly","new_customer_cnt_ly","new_customer_cost_ly","new_customer_pay_amount_ly","cost_target","pay_amount_target","new_customer_cnt_target","new_customer_cost_target"
"2026-03-08","W Polo","Acceleration","QZT","5026","260","555.32","20","3855.65","4","192.26","1070.65","521.54","3753.7","3","164.92","892.47","586.9","3902.03","4","175.11"
"2026-03-08","W Polo","Foundation","ZTC","5349","226","459.2","13","1258.64","3","165.52","281.36","518.52","1445.59","3","166.94","288.91","489.5","1265.62","3","180.44"
"2026-03-08","W Polo","Foundation","YLMF","4362","290","732.02","19","1958.25","7","267.94","435.72","636.45","1802.53","8","282.09","447.34","799.66","2052.96","7","268.24"
"2026-03-08","W Polo","Foundation","QZT","3752","172","600.26","14","3699.47","2","181.96","1184.86","615.03","3344.41","2","204.28","1175.44","635.31","3751.46","2","173.17"
"2026-03-09","M Polo","Acceleration","ZTC","8948","501","1028.88","20","5705.89","6","501.23","1521.29","878.13","4816.57","6","477.24","1286.35","984.6","5765.65","5","469.8"
"2026-03-09","M Polo","Acceleration","YLMF","6394","226","467.29","17","2318.21","6","186.58","787.97","470.49","2241.11","5","164.16","735.87","487.5","2222.03","6","184.09"
"2026-03-09","M Polo","Acceleration","QZT","4921","166","332.32","5","1048.7","2","103.63","296.85","364.81","1185.67","2","96.22","263.38","328.2","1024.47","2","101.94"
"2026-03-09","M Polo","Foundation","ZTC","7140","339","917.04","13","2076.99","5","418.25","535.88","892.38","1703.39","5","366.22","520.21","940.58","1930.3","5","443.81"
"2026-03-09","M Polo","Foundation","YLMF","6133","297","930.92","6","1352.05","1","321.11","351.31","911.46","1504.7","1","320.44","288.73","915.88","1219.23","1","291.64"
"2026-03-09","M Polo","Foundation","QZT","3866","248","487.73","7","2050.73","2","192.22","656.07","440.82","2216.29","2","176.5","563.95","495.54","2021.78","2","193.66"
"2026-03-09","M Polo","T-shirt","ZTC","4365","292","459.36","13","3361.18","2","172.53","1129.41","518.93","3769.21","2","187.61","951.27","493.71","3383.81","2","172.9"
"2026-03-09","M Polo","T-shirt","YLMF","3306","138","307.86","8","1956.19","2","113.7","450.17","306.13","1888.5","2","93.39","365.78","313.43","1952.55","2","116.93"
"2026-03-09","M Polo","T-shirt","QZT","2740","92","200.14","5","771.55","2","94.28","179.88","172.27","714.57","2","107.71","203.17","219.26","846.08","2","99.24"
"2026-03-09","M Polo","Complemen","ZTC","2521","90","207.53","6","1518.96","2","90.89","353.34","196.97","1581.37","2","99.61","374.67","211.61","1479.35","2","92.5"
"2026-03-09","M Polo","Complemen","YLMF","2056","99","248.29","7","586.73","2","99.81","157.57","264.09","638.25","2","87.62","151.74","254.58","613.14","2","97.68"
"2026-03-09","M Polo","Complemen","QZT","1660","73","167.05","5","1393.97","1","71.76","363.55","142.37","1118.27","1","66.83","310.45","181.15","1321.66","1","69.75"
"2026-03-09","W Polo","Acceleration","ZTC","7120","366","1275.19","27","2561.55","8","610.29","667.02","1112.61","2872.28","9","700.74","713.12","1247.1","2789.45","8","595.97"
"2026-03-09","W Polo","Acceleration","YLMF","4555","140","386.38","10","1322.61","2","182.08","360.29","329.57","1330.67","2","150.87","335.39","420.75","1321.5","2","170.15"
"2026-03-09","W Polo","Acceleration","QZT","4090","154","407.49","8","1170.38","3","163.1","300.77","447.66","1111.38","3","153.91","250.8","437.23","1109.69","3","175.41"
"2026-03-09","W Polo","Foundation","ZTC","5887","229","492","12","2521.6","3","160.97","652.73","426.71","2860.18","3","146.86","652.16","540.59","2500.26","3","165.01"
"2026-03-09","W Polo","Foundation","YLMF","4337","261","760.82","19","4839.15","4","247.83","1277.16","740.04","5014.75","3","204.53","1366.7","810.54","4436.27","4","251.55"
"2026-03-09","W Polo","Foundation","QZT","2876","118","399.82","7","685.89","2","154.9","150.12","369.07","753.4","2","127.12","124.95","405.96","649.77","2","157.51"
"2026-03-10","M Polo","Acceleration","ZTC","8139","402","914.35","8","651.59","1","310.06","142.83","827.28","694.02","1","282.79","121.83","894.16","649.61","1","282.02"
"2026-03-10","M Polo","Acceleration","YLMF","7671","287","879.57","6","1049.55","2","311.43","326.2","892.86","971","2","289.17","271.16","867.18","1138.8","2","293.74"
"2026-03-10","M Polo","Acceleration","QZT","5125","276","745.04","15","1592.87","3","335.06","435.7","834.26","1831.76","3","362.53","498.66","782.28","1576.28","3","312.14"
"2026-03-10","M Polo","Foundation","ZTC","7350","236","779.55","13","3542.97","4","252.09","854.25","769.31","3646.38","5","268.8","975.36","801.14","3223.3","4","228.97"
"2026-03-10","M Polo","Foundation","YLMF","6147","402","1193.34","20","4887.04","8","366.05","1356.36","1204.9","5615.98","9","412.38","1323.33","1257.37","5129.52","8","332.75"
"2026-03-10","M Polo","Foundation","QZT","4540","295","729.66","17","3556.03","3","289.36","864.91","765.31","3598.96","3","305.36","966.88","745.92","3495.02","3","315.1"
"2026-03-10","M Polo","T-shirt","ZTC","4894","257","894.74","16","4175.18","3","423.73","872.7","852.56","4057.21","3","389.56","965.93","979.35","3967.6","3","460.53"
"2026-03-10","M Polo","T-shirt","YLMF","3817","141","337.02","6","660.28","2","118.05","151.61","294.98","601.68","2","126.98","150.85","346.24","646.16","2","120.87"
"2026-03-10","M Polo","T-shirt","QZT","2785","104","291.51","4","1065.72","1","123.53","305.67","269.15","1083.44","1","139.77","323.49","305.01","1065.23","1","135.52"
"2026-03-10","M Polo","Complemen","ZTC","2996","118","278.19","6","1544.23","2","124.59","418.85","298.08","1673.42","2","111.56","436.5","304.97","1672.88","2","118.93"
"2026-03-10","M Polo","Complemen","YLMF","2107","69","167.96","4","320.62","1","78.14","103.74","187.73","274.26","1","69.36","90.81","176.59","339.01","1","80.13"
"2026-03-10","M Polo","Complemen","QZT","1926","70","193.25","2","574.47","1","93.23","192.26","170.59","647.42","1","84.57","183.72","202.25","546.51","1","93.19"
"2026-03-10","W Polo","Acceleration","ZTC","6337","300","536.23","14","3069.93","5","225.49","944.9","602.82","3128.02","5","198.12","869.25","520.25","3251.93","5","207.6"
"2026-03-10","W Polo","Acceleration","YLMF","4551","275","770.85","9","1261.74","3","316.81","377.94","861.41","1228.79","3","310.84","340.64","791.79","1342.88","3","336.8"
"2026-03-10","W Polo","Acceleration","QZT","3595","159","248.99","5","673.67","1","76.08","170.94","213.73","722.31","1","78.79","174.99","266.4","638.52","1","74.72"
"2026-03-10","W Polo","Foundation","ZTC","5482","273","416.95","10","1136.48","3","174.18","356.93","447.16","1032.69","3","151.6","344.18","403.05","1213.67","3","177.99"
"2026-03-10","W Polo","Foundation","YLMF","4820","230","373.94","17","4517.8","4","158.83","1471.13","345.4","5011.18","3","182.12","1225.35","394.35","4564.45","4","173.68"
"2026-03-10","W Polo","Foundation","QZT","3691","159","420.25","8","809.41","2","163.41","215.62","421.17","657.97","2","139.72","204.18","441.26","795.07","2","149.52"
"2026-03-11","M Polo","Acceleration","ZTC","9713","601","1078.63","30","7062.58","5","407.71","1904.68","1210.44","7846.87","4","436.06","1835.48","1123.92","6723.8","5","413.26"
"2026-03-11","M Polo","Acceleration","YLMF","6181","312","510.35","8","2029.07","3","216.25","545.12","485.4","1891.49","3","224.49","573.08","501.43","2188.36","3","200.35"
"2026-03-11","M Polo","Acceleration","QZT","5624","339","616.93","16","2185.28","3","207.48","453.04","559.35","2278","2","214.82","516.13","625.29","2384.54","3","225.09"
"2026-03-11","M Polo","Foundation","ZTC","7242","478","1640.52","38","4083.54","15","665.62","848.99","1576.25","4270.89","17","715.21","689.08","1723.84","3995.58","16","652.53"
"2026-03-11","M Polo","Foundation","YLMF","6330","318","943.73","8","2206.85","2","450.4","457.03","972.14","1895.92","2","484.11","409.3","1031.6","2185.54","2","480.03"
"2026-03-11","M Polo","Foundation","QZT","4576","319","1110.36","9","2023.56","3","473.29","527.49","1239.53","2004.15","2","422.44","402.96","1058.3","2131.67","3","480.05"
"2026-03-11","M Polo","T-shirt","ZTC","4441","213","545.12","15","3275.56","5","172.23","1112.79","549.12","3498.39","4","153.91","837.04","579.06","3295.61","5","166.21"
"2026-03-11","M Polo","T-shirt","YLMF","3948","181","569.55","6","706.62","2","182.56","216.19","484.54","743.93","2","196.07","211.05","553.73","733.77","2","193.24"
"2026-03-11","M Polo","T-shirt","QZT","2484","75","245.57","2","190.19","1","118.4","44.38","218.6","155.81","1","100.4","48.95","262.6","196.6","1","123.36"
"2026-03-11","M Polo","Complemen","ZTC","2488","111","174.36","4","691.27","1","67.2","149.36","180.98","773.17","1","57.26","169.31","181.8","674.31","1","63.34"
"2026-03-11","M Polo","Complemen","YLMF","2227","114","280.52","4","1117.02","1","135.36","227.73","241.62","1139.53","1","135.26","181.75","305.49","1009.43","1","144.99"
"2026-03-11","M Polo","Complemen","QZT","1522","65","213.35","3","859.47","1","83.64","289","209.65","823.49","1","69.06","236.97","216.68","805.23","1","86.47"
"2026-03-11","W Polo","Acceleration","ZTC","6300","224","522.64","10","1109.57","2","169.62","271.45","504.47","941.33","2","167.63","258.56","573.59","1081.68","2","156.15"
"2026-03-11","W Polo","Acceleration","YLMF","5209","168","403.14","11","1967.44","2","122.57","511.93","398.73","1976.63","2","138.91","560.64","394.58","1910.93","2","121.37"
"2026-03-11","W Polo","Acceleration","QZT","3910","255","621.82","12","3497","5","282.11","789.32","631.99","2914.02","5","262.27","887.48","634.44","3247.76","5","257.95"
"2026-03-11","W Polo","Foundation","ZTC","6083","214","469.2","16","4653.15","6","177.96","1627.64","494.14","4939.78","6","163.88","1560.07","512.35","4680.84","6","162.13"
"2026-03-11","W Polo","Foundation","YLMF","4274","213","657.55","13","2627.27","2","286.88","751.09","735.44","2287.24","2","232.6","721.85","636.13","2496.5","2","303.58"
"2026-03-11","W Polo","Foundation","QZT","3017","118","277.75","6","1220.26","1","87.37","327.76","259.74","1080.3","1","95.16","250.18","270.06","1109.04","1","94.02"
"2026-03-12","M Polo","Acceleration","ZTC","7356","412","632.14","19","3051.21","3","273.7","771.7","549.35","3124.61","3","311.67","624.92","660.39","3037.05","3","286.3"
"2026-03-12","M Polo","Acceleration","YLMF","7277","307","667.89","16","4459.7","4","296.64","1018.89","622.04","4846.31","4","314.81","1115.31","639.81","4372.19","4","305.37"
"2026-03-12","M Polo","Acceleration","QZT","4580","248","433.72","10","2789.02","2","196.22","630.12","433.38","2619.59","2","190.6","506.45","451.88","2824.56","2","188.49"
"2026-03-12","M Polo","Foundation","ZTC","7141","426","867.36","17","1738.34","3","311.63","408.95","762.01","1541.9","2","315.44","339.73","900.38","1755.16","3","311.78"
"2026-03-12","M Polo","Foundation","YLMF","5794","377","625.29","16","3997.3","3","259.58","1013.42","607.65","3279.84","3","271.28","815.54","613.41","3659.27","3","262.62"
"2026-03-12","M Polo","Foundation","QZT","4424","250","453.52","9","740.83","2","211.16","162.75","495.55","828.53","2","210.8","141.3","485.99","751.82","2","216.73"
"2026-03-12","M Polo","T-shirt","ZTC","3792","218","563.78","17","3980.31","5","247.2","1389.54","596.8","3371.02","5","244.03","1574.8","539.13","4335.98","5","254.29"
"2026-03-12","M Polo","T-shirt","YLMF","2945","193","438.36","6","1151.95","2","153.54","270.61","499.25","1016.71","2","165.3","214.91","432.74","1042.29","2","153.69"
"2026-03-12","M Polo","T-shirt","QZT","2292","104","276.85","6","1641.35","1","108.79","402.68","261.51","1471.2","1","109.74","439.02","299.04","1736.98","1","112.1"
"2026-03-12","M Polo","Complemen","ZTC","3143","181","474.67","8","1667.53","2","170.1","510.19","508.51","1543.39","2","148.21","501.99","514.03","1725.65","2","168.51"
"2026-03-12","M Polo","Complemen","YLMF","2600","136","449.14","3","323.76","1","217.47","108.65","407.87","280.57","1","222.41","86.37","451.49","294.38","1","215.65"
"2026-03-12","M Polo","Complemen","QZT","1699","74","139.43","2","393.18","1","49.9","132.48","124.46","411.98","1","41.64","138.07","140.6","389.67","1","48.87"
"2026-03-12","W Polo","Acceleration","ZTC","7335","288","537.43","17","3892.25","6","230.05","1083.12","519.71","3158.92","5","189.68","1083.22","590.41","4132.29","6","212.87"
"2026-03-12","W Polo","Acceleration","YLMF","5094","222","594.7","9","1508.33","2","251.2","326.77","681.18","1265.84","2","271.77","305.63","636.44","1558.47","2","262.01"
"2026-03-12","W Polo","Acceleration","QZT","3805","238","605.93","17","4228","5","248.65","1199.05","540.47","3577.39","4","272.28","1147.24","640.85","4483.1","5","253.82"
"2026-03-12","W Polo","Foundation","ZTC","6124","213","415.56","5","995.66","2","172.13","276.39","439.54","1059.64","2","180.86","309.76","409.24","996.44","2","186.25"
"2026-03-12","W Polo","Foundation","YLMF","4400","307","1058.99","12","2743.09","4","325.67","884.76","982.19","2445.87","4","291.08","829.1","1068.72","2748.14","4","349.07"
"2026-03-12","W Polo","Foundation","QZT","3584","186","500.68","11","3026.71","4","245.52","747.3","436.77","3178.35","3","268.68","624.16","543.23","3096.46","4","250.77"
"2026-03-13","M Polo","Acceleration","ZTC","7747","482","1326.53","19","2654.44","4","447.8","612.94","1240.27","2659.93","3","397.32","514.78","1331.93","2824.43","4","409.07"
"2026-03-13","M Polo","Acceleration","YLMF","6658","454","1273.7","15","3426.99","2","387.92","1191.18","1312.27","2925.54","2","442.85","914.93","1279.18","3685.81","2","415.92"
"2026-03-13","M Polo","Acceleration","QZT","4778","278","738.68","15","3123.9","3","281.89","852.53","761.69","2933.18","3","231.76","929.21","740.98","3062.77","3","261.91"
"2026-03-13","M Polo","Foundation","ZTC","7248","409","1383.68","18","3343.88","6","582.04","830.99","1454.44","2788.14","5","512.5","702.36","1359.19","3143.64","6","566.18"
"2026-03-13","M Polo","Foundation","YLMF","5106","177","595.86","9","2293.15","3","207.92","710.4","519.18","2334.94","2","233.33","746.23","637.5","2253.31","3","224.54"
"2026-03-13","M Polo","Foundation","QZT","4760","184","545.42","9","2221.15","3","270.02","520.39","612.92","1933.8","2","240.21","466.44","533.01","2298.06","3","269.27"
"2026-03-13","M Polo","T-shirt","ZTC","3973","164","375.86","9","2161.06","1","165.14","645.15","365.68","1852.02","1","155.4","721.12","373.83","2359.63","1","159.8"
"2026-03-13","M Polo","T-shirt","YLMF","3327","231","736.2","17","2719.04","3","361.9","660.82","820.56","2608.6","3","349.81","682.02","748.18","2705.99","3","344.89"
"2026-03-13","M Polo","T-shirt","QZT","2644","93","186.18","3","313.83","1","57.17","101.14","177.71","333.79","1","62.26","116.03","202.13","287.22","1","51.77"
"2026-03-13","M Polo","Complemen","ZTC","3144","181","504.7","10","2712.19","2","195.62","682.04","557.06","2689.09","2","168.88","703.74","534.05","2971.55","2","201.66"
"2026-03-13","M Polo","Complemen","YLMF","2463","156","337.63","4","552.16","1","155.87","116.78","288.5","528.43","1","149.86","129.1","348.65","511.65","1","161.41"
"2026-03-13","M Polo","Complemen","QZT","1798","110","338.49","7","1634.19","1","156.58","553.95","314.73","1689.66","1","160.02","558.13","323.2","1648.26","1","151.53"
"2026-03-13","W Polo","Acceleration","ZTC","5846","233","508.25","18","3586.94","7","237.45","995.93","562.26","3665.34","5","263.26","1128.19","558.78","3482.56","7","214.98"
"2026-03-13","W Polo","Acceleration","YLMF","4539","171","318.55","14","1221.95","5","128.64","270.46","366.12","1019.77","4","122.83","243","322.52","1318.16","5","129.93"
"2026-03-13","W Polo","Acceleration","QZT","3745","245","594.11","15","1509.25","5","291.43","336.48","655.3","1425.25","5","237.69","293.95","624.31","1416.63","5","298.25"
"2026-03-13","W Polo","Foundation","ZTC","6124","270","769.09","11","1220.63","3","357.09","393.62","779.33","1328.83","3","295.08","371.27","755.72","1124.84","3","350.45"
"2026-03-13","W Polo","Foundation","YLMF","4474","218","726.09","8","2384.9","2","251.05","774.17","658.51","2218.35","2","209.42","793.91","736.24","2178.57","2","263.81"
"2026-03-13","W Polo","Foundation","QZT","3210","166","558.18","5","659.92","1","239.01","221.32","566.44","536.57","1","197.71","197.88","546.6","686.85","1","258.23"
"2026-03-14","M Polo","Acceleration","ZTC","8604","508","1108.51","20","5804.71","3","431.3","1617.45","1258.49","4825.07","2","453.55","1766.65","1119.3","5813.99","3","451.05"
"2026-03-14","M Polo","Acceleration","YLMF","8540","449","983.49","15","2463.42","2","349.02","642.41","966.4","2223.5","2","371.2","694.96","960.41","2218.76","2","369.03"
"2026-03-14","M Polo","Acceleration","QZT","5735","250","797.51","12","2316.46","3","316.75","696.33","746.14","2126.64","3","273.77","715.47","834.1","2487.52","3","325.06"
"2026-03-14","M Polo","Foundation","ZTC","8148","290","680.26","18","4094.06","6","213.15","1374.04","683.02","4316.56","6","228.06","1097.29","739.34","3775.2","6","194.77"
"2026-03-14","M Polo","Foundation","YLMF","5680","208","330.36","8","1052.15","1","155.89","295.86","290.47","1100.59","1","136.8","310.46","346.25","1153.66","1","146.48"
